"MEMBER.ID"	"MEMBER.TYPE"	"MARKETING.ROLE"	"MEMBER.SINCE.DATE"	"EXPIRATION.DATE"	"STATUS"	"MARKETINGPOWER.STATUS"	"PREFIX"	"SUFFIX"	"ADDRESS.CHANGE.DATE"	"COMMUNICATION.CHANGE.DATE"	"ALLOW.EMAIL.FLAG"	"COMPANY.NAME"	"JOB.TITLE"	"PRIMARY.ADDRESS.TYPE"	"PRIMARY.CITY"	"PRIMARY.STATE"	"PRIMARY.POSTAL.CODE"	"PRIMARY.COUNTRY"	"PRIMARY.PHONE.LOCATION"	"ALLOW.PHONE.CALLS"	"SECONDARY.ADDRESS.TYPE"	"SECONDARY.CITY"	"SECONDARY.STATE"	"SECONDARY.POSTAL.CODE"	"SECONDARY.COUNTRY"	"GROUP"	"MARKETING.RESPONSIBILITY"	"STUDENT.GRADUATION.DATE"	"HIGHEST.DEGREE"	"YEARS.IN.MARKETING"	"JOB.TITLE.CATEGORY"	"INDUSTRY"	"COMPANY.SALES.REVENUE"	"COMPANY.SIZE"	"RESPONSIBILITY.TYPE"	"YEARS.EMPLOYED.AT.COMPANY"	"AGE.CATEGORY"	"NUMBER.OF.OTHER.ASSOCS"	"PAID.BY.COMPANY"	"PRIMARY.TOPIC.AREA"	"SECONDARY.TOPIC.AREA"	"TERTIARY.TOPIC.AREA"	"DATE.LAST.MODIFIED"	"DATE.PULLED"	"MEMBER.FOCUS"	"AUTO.RENEWAL"	"MARKET.CODE"	"RENEW"
3055419	"PROFESSIONAL"	"Marketers"	2007-12-05	2016-05-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	NA	NA	"HOME"	"Boston"	"MA"	"2205"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	"Health Care Services"	NA	NA	"B to C"	NA	NA	NA	NA	"Strategy/Planning"	"Online/Interactive Marketing"	NA	"5/29/2013"	2016-01-31	NA	"No"	NA	0
3098887	"PROFESSIONAL"	"Marketers"	2011-05-05	2016-05-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	NA	"Lionbridge"	"Marketing Director"	"BUS"	"Waltham"	"MA"	"02451-1142"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	"Market Research  to  Client Side"	NA	"Bachelors"	"10 to 19"	"Vice President/EVP"	"Professional Services"	"0 to 50 Million"	"1000 to 4999"	"B to B"	NA	"35 to 44"	"2 to 3"	"N"	"Database/CRM"	"Global Marketing"	"Professional Services"	"11/29/2012"	2016-01-31	NA	"No"	NA	0
3143802	"PROFESSIONAL"	"Academics"	2009-01-09	2016-05-31	"CURRENT"	"UNCONFIRMED"	"DR"	NA	NA	NA	NA	"Boston University"	NA	"BUS"	"Boston"	"MA"	"2215"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Doctorate"	"20PLUS"	"Academic/Professor"	"Education"	NA	"10000 to 24999"	"B to C"	NA	"45 to 54"	"2 to 3"	"N"	NA	NA	NA	"5/18/2015"	2016-01-31	"NATIONAL"	"No"	NA	0
3176796	"PROFESSIONAL"	"Marketers"	2009-11-30	2016-05-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"Hasbro Inc"	"Senior Director Digital Marketing"	"BUS"	"Sudbury"	"MA"	"1776"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	"Market Research  to  Client Side"	NA	"Masters"	"5 to 9"	"Director/Sr. Director"	NA	"1 Billion plus"	"5000 to 9999"	"B to C"	NA	"35 to 44"	"2 to 3"	"N"	"Brand/Product Management"	"Customer Engagement"	"Social Media"	"4/9/2015"	2016-01-31	NA	"No"	NA	1
3193420	"PROFESSIONAL"	"Marketers"	2010-05-11	2016-05-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	NA	"Director of Marketing"	"HOME"	"Newton"	"MA"	"2465"	NA	NA	NA	"BUS"	"Lexington"	"AL"	"2465"	"United States"	"No"	"Marketing Communications"	NA	"Masters"	"10 to 19"	"Director/Sr. Director"	"Other"	"51M to 100M"	"50 to 249"	"B to B"	NA	"35 to 44"	"0 to 1"	"N"	"Online/Interactive Marketing"	"Strategy/Planning"	"Professional Services"	"6/4/2013"	2016-01-31	NA	"No"	NA	0
3203421	"PROFESSIONAL"	"Marketers"	2015-05-28	2016-05-31	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Philips"	"Director of Marketing Communications"	"BUS"	"Andover"	"MA"	"1810"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	"Other"	NA	"Masters"	"10 to 19"	"Director/Sr. Director"	"Health Care Services"	NA	"25000PLUS"	"B to B"	NA	"35 to 44"	"2 to 3"	"N"	NA	NA	NA	"5/28/2015"	2016-01-31	"NATIONAL"	"No"	NA	0
3217080	"PROFESSIONAL"	"Marketers"	2011-05-05	2016-05-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	NA	NA	"HOME"	"Watertown"	"MA"	"2472"	"United States"	NA	NA	"SCHL"	"Manchester"	"NH"	"3106"	"United States"	"No"	"Fundraising/Development"	"5/1/2012"	"Masters"	"5 to 9"	"Manager/Sr. Manager"	"Education"	"0 to 50 Million"	"10 to 49"	"B to C"	NA	"22 to 34"	"0 to 1"	"N"	"Academia"	"Advertising"	"Brand/Product Management"	"6/12/2015"	2016-01-31	NA	"Yes"	NA	1
3222289	"PROFESSIONAL"	"Marketers"	2011-03-29	2016-05-31	"CURRENT"	"UNCONFIRMED"	"MR"	NA	NA	NA	NA	NA	NA	"HOME"	"Watertown"	"MA"	"2472"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"Less Than 5"	"Assitant/Coordinator"	"Technology(hardware/software/internet)"	NA	"10 to 49"	"B to C"	NA	"22 to 34"	"2 to 3"	"N"	NA	NA	NA	"5/5/2015"	2016-01-31	"CHAPTER"	"No"	NA	1
3280154	"PROFESSIONAL"	"Marketers"	2013-05-10	2016-05-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"Straumann"	"Director of Marketing Communications  North America"	"HOME"	"Andover"	"MA"	"1810"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"10 to 19"	"Director/Sr. Director"	"Other"	NA	"1000 to 4999"	"B to B"	NA	NA	NA	"N"	"Analytics/Metrics"	"Marketing Communications"	"Strategy/Planning"	"6/9/2015"	2016-01-31	"CHAPTER"	"No"	NA	1
3294741	"PROFESSIONAL"	"Marketers"	2013-12-10	2016-05-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	"Mobinett Interactive"	"VP of Business Development & Operations"	"HOME"	"Natick"	"MA"	"1760"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"Less Than 5"	"Vice President/EVP"	"Technology(hardware/software/internet)"	NA	"10 to 49"	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"5/12/2015"	2016-01-31	NA	"No"	NA	1
3303755	"PROFESSIONAL"	"Researchers"	2014-05-22	2016-05-31	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"89 Degrees"	"Marketing Analytics Manager"	"HOME"	"Nashua"	"NH"	"3060"	"United States"	"HOME"	NA	NA	NA	NA	NA	NA	"No"	"Market Research  to  Supplier Side"	NA	NA	"5 to 9"	"Manager/Sr. Manager"	"Marketing Research"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Career Development"	"Marketing Research"	"5/18/2015"	2016-01-31	"NATIONAL"	"No"	NA	1
3305982	"PROFESSIONAL"	"Marketers"	2015-05-21	2016-05-31	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"Liberty Mutual"	"Strategy Planner"	"BUS"	"Boston"	"MA"	"2116"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"5 to 9"	"Analyst"	"Insurance"	NA	"25000PLUS"	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Brand/Product Management"	"Marketing Communications"	"5/21/2015"	2016-01-31	"NATIONAL"	"No"	NA	0
3306628	"PROFESSIONAL"	"Marketers"	2014-05-29	2016-05-31	"CURRENT"	"UNCONFIRMED"	"MRS"	NA	NA	NA	NA	"Boston College"	"Web Design & Comm Specialist"	"BUS"	"Chestnut Hill"	"MA"	"2467"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"5 to 9"	"Manager/Sr. Manager"	"Education"	NA	"1000 to 4999"	"B to C"	NA	NA	NA	"N"	"Academia"	"Marketing Communications"	"Social Media"	"6/10/2014"	2016-01-31	"NATIONAL"	"No"	NA	1
3306822	"YOUNG PROFESSIONAL"	"Marketers"	2014-06-02	2016-05-31	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Different Drummer&#39;s Kitchen"	"Cooking School Coordinator"	"HOME"	"Queensbury"	"NY"	"12804"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"Less Than 5"	"Assitant/Coordinator"	"Retail"	NA	"10 to 49"	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"5/28/2015"	2016-01-31	"NATIONAL"	"No"	NA	0
3333990	"STUDENT"	"Student"	2015-05-02	2016-05-31	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"National University"	"MBA/Marketing Management "	"HOME"	"San Diego"	"CA"	"92110"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	"6/17/2015"	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"5/2/2015"	2016-01-31	"NATIONAL"	"No"	NA	0
3334277	"PROFESSIONAL"	"Marketers"	2015-05-06	2016-05-31	"CURRENT"	"UNCONFIRMED"	"MR"	NA	NA	NA	NA	"Mayyim Hayyim Living Waters Community Mikveh"	"Office Manager"	"HOME"	"Dorchester"	"MA"	"2124"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"Less Than 5"	"Manager/Sr. Manager"	"Nonprofit"	NA	"1 to 9"	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"5/6/2015"	2016-01-31	"CHAPTER"	"No"	NA	0
3334640	"PROFESSIONAL"	"Marketers"	2015-05-12	2016-05-31	"CURRENT"	"UNCONFIRMED"	"MRS"	NA	NA	NA	NA	"Horsley Witten Group"	"Marketing Coordinator"	"BUS"	"Sandwich"	"MA"	"2563"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Decline"	"10 to 19"	"Manager/Sr. Manager"	"Other"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"5/12/2015"	2016-01-31	"NATIONAL"	"No"	NA	0
3334650	"PROFESSIONAL"	"Marketers"	2015-05-12	2016-05-31	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"Startup Institute"	"Vice President of Marketing"	"BUS"	"Boston"	"MA"	"2111"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"10 to 19"	"Vice President/EVP"	"Education"	NA	"10 to 49"	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"5/12/2015"	2016-01-31	"CHAPTER"	"No"	NA	0
3334698	"PROFESSIONAL"	"Marketers"	2015-05-13	2016-05-31	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Philips"	"Sr Manager Strategic Alliances"	"HOME"	"Natick"	"MA"	"1760"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"10 to 19"	"Manager/Sr. Manager"	"Other"	NA	"25000PLUS"	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"5/13/2015"	2016-01-31	"NATIONAL"	"No"	NA	0
3334793	"PROFESSIONAL"	"Marketers"	2015-05-14	2016-05-31	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"Jewish Family & Children's Service"	"Senior Director of Marketing and Communications"	"BUS"	"Waltham"	"MA"	"2451"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"5 to 9"	"Director/Sr. Director"	"Nonprofit"	NA	"250 to 999"	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"5/14/2015"	2016-01-31	"NATIONAL"	"No"	NA	0
3334797	"YOUNG PROFESSIONAL"	"Marketers"	2015-05-14	2016-05-31	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"E Howe"	"E Howe"	"HOME"	"Lowell"	"MA"	"1851"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	"12/31/2014"	"Bachelors"	"Less Than 5"	"Consultant"	"Consumer Products/Packaged Goods"	NA	"250 to 999"	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"5/14/2015"	2016-01-31	"CHAPTER"	"No"	NA	0
3334798	"PROFESSIONAL"	"Marketers"	2015-05-14	2016-05-31	"CURRENT"	"UNCONFIRMED"	"MISS"	NA	NA	NA	NA	"Joppa Communications  LLC"	"Founder + CEO"	"BUS"	"Newburyport"	"MA"	"1950"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Doctorate"	"10 to 19"	"CEO/President"	"Professional Services"	NA	"1 to 9"	"B to B"	NA	NA	NA	"N"	NA	NA	NA	"5/14/2015"	2016-01-31	"CHAPTER"	"No"	NA	0
3334888	"YOUNG PROFESSIONAL"	"Marketers"	2015-05-15	2016-05-31	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"MeYou Health"	"Product Support Specialist"	"HOME"	"Waban"	"MA"	"2468"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	"5/19/2013"	"Bachelors"	"Less Than 5"	"Other"	"Publishing/Broadcast/Internet/Media"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"5/15/2015"	2016-01-31	"NATIONAL"	"No"	NA	0
3335014	"PROFESSIONAL"	"Researchers"	2015-05-18	2016-05-31	"CURRENT"	"UNCONFIRMED"	"MR"	NA	NA	NA	NA	"Schireson Associates"	"Director"	"BUS"	"New York"	"NY"	"10019"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	"Market Research  to  Supplier Side"	NA	"Decline"	"10 to 19"	"Director/Sr. Director"	"Marketing Research"	NA	"10 to 49"	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"5/18/2015"	2016-01-31	"NATIONAL"	"No"	NA	0
3335155	"PROFESSIONAL"	"Marketers"	2015-05-21	2016-05-31	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"DNV GL"	"Marketing Advisor"	"HOME"	"Milford"	"NH"	"3055"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"High School"	"20PLUS"	"Consultant"	"Utilities &  Energy"	NA	"10000 to 24999"	"B to B"	NA	NA	NA	"N"	NA	NA	NA	"5/21/2015"	2016-01-31	"NATIONAL"	"No"	NA	0
3335186	"PROFESSIONAL"	"Marketers"	2015-05-21	2016-05-31	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"In Transition"	"Director"	"HOME"	"Boston"	"MA"	"2114"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"10 to 19"	"Director/Sr. Director"	"Health Care Services"	NA	"10000 to 24999"	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"5/21/2015"	2016-01-31	"CHAPTER"	"No"	NA	1
3335237	"PROFESSIONAL"	"Marketers"	2015-05-22	2016-05-31	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"Boston University College of Communication"	"Assistant Director  Graduate Affairs"	"BUS"	"Boston"	"MA"	"2215"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"Less Than 5"	"Director/Sr. Director"	"Education"	NA	"10000 to 24999"	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"5/22/2015"	2016-01-31	"NATIONAL"	"No"	NA	0
3335314	"PROFESSIONAL"	"Marketers"	2015-05-25	2016-05-31	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"Sperry"	"VP Marketing"	"HOME"	"Milton"	"MA"	"2186"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"20PLUS"	"Vice President/EVP"	"Consumer Products/Packaged Goods"	NA	"250 to 999"	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"12/4/2015"	2016-01-31	"NATIONAL"	"No"	NA	0
3335486	"PROFESSIONAL"	"Marketers"	2015-05-27	2016-05-31	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"Seacoast Science Center"	"Marketing Directer"	"BUS"	"Rye"	"NH"	"3870"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"20PLUS"	"Director/Sr. Director"	"Nonprofit"	NA	"10 to 49"	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"5/27/2015"	2016-01-31	"NATIONAL"	"No"	NA	0
3335785	"PROFESSIONAL"	"Marketers"	2015-05-30	2016-05-31	"CURRENT"	"UNCONFIRMED"	"MR"	NA	NA	NA	NA	"Salesforce.com"	"Customer Success Executive"	"HOME"	"Melrose"	"MA"	"2176"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"10 to 19"	"Manager/Sr. Manager"	"Technology(hardware/software/internet)"	NA	"10000 to 24999"	"B to B"	NA	NA	NA	"N"	NA	NA	NA	"5/30/2015"	2016-01-31	"CHAPTER"	"No"	NA	0
3335792	"DOCTORAL"	"Doctoral"	2015-05-30	2016-05-31	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"Nova SBE / MIT"	"Doctoral Student"	"HOME"	"Cambridge"	"MA"	"2139"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	"8/31/2016"	"Masters"	"5 to 9"	"Student"	NA	NA	NA	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"5/30/2015"	2016-01-31	"NATIONAL"	"No"	NA	1
476725	"PROFESSIONAL"	"Academics"	1961-01-01	2016-06-30	"CURRENT"	"CONFIRMED"	"DR"	NA	NA	NA	NA	NA	"Lincoln Filene Professor "	"HOME"	"Boston"	"MA"	"2116"	"United States"	"HOME"	NA	"BUS"	"Boston"	"MA"	"2163"	"United States"	"No"	"Advertising"	NA	"Doctorate"	"20PLUS"	"Academic/Professor"	"Education"	NA	"1000 to 4999"	"B to C"	NA	"65OVER"	"More Than 5"	"Y"	"Advertising"	NA	NA	"5/12/2014"	2016-02-29	NA	"No"	NA	0
684951	"PROFESSIONAL"	"Researchers"	1981-11-01	2016-06-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	NA	"Partner"	"HOME"	"Lexington"	"MA"	"02420-2505"	"United States"	NA	NA	NA	NA	NA	NA	NA	"No"	"Strategy/Planning"	NA	NA	"20PLUS"	NA	"Marketing Research"	NA	NA	"B to C"	NA	NA	NA	NA	"Marketing Research"	"Strategy/Planning"	"Database/CRM"	"6/9/2015"	2016-02-29	NA	"No"	"COMP"	1
701831	"PROFESSIONAL"	"Researchers"	1999-07-01	2016-06-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	"in4mation insights"	"Partner & Co-Founder"	"BUS"	"Needham Hgts"	"MA"	"02494-2300"	"United States"	"WORK"	NA	"HOME"	"West Roxbury"	"MA"	"2132"	"United States"	"No"	"Market Research  to  Client Side"	NA	"Masters"	"20PLUS"	"CEO/President"	"Marketing Research"	"0 to 50 Million"	"10 to 49"	"B to C"	NA	"55 to 64"	"2 to 3"	"Y"	"Marketing Research"	NA	NA	"12/2/2011"	2016-02-29	NA	"No"	NA	1
744053	"PROFESSIONAL"	"Academics"	1984-06-01	2016-06-30	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"Roger Williams University"	"Professor of Marketing"	"BUS"	"Bristol"	"RI"	"02809-2921"	"United States"	"WORK"	NA	"BUS"	"Bristol"	"RI"	"02809-2921"	"United States"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	NA	"Academia"	"Online/Interactive Marketing"	NA	"4/23/2005"	2016-02-29	NA	"No"	NA	1
2009017	"PROFESSIONAL"	"Academics"	1992-04-10	2016-06-30	"CURRENT"	"CONFIRMED"	"DR"	NA	NA	NA	NA	"Babson College"	"Associate Professor"	"BUS"	"Babson Park"	"MA"	"02457-0310"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Doctorate"	"20PLUS"	NA	NA	NA	NA	"B to C"	NA	"45 to 54"	"4 to 5"	"TRUE"	"Brand/Product Management"	"Global Marketing"	"Strategy/Planning"	"5/27/2011"	2016-02-29	NA	"No"	NA	1
2009976	"PROFESSIONAL"	"Researchers"	1993-07-23	2016-06-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	"Aurora Market Modeling LLC"	"Principal"	"BUS"	"Kittery"	"ME"	"3904"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	"Market Research  to  Supplier Side"	NA	"Bachelors"	"20PLUS"	"CEO/President"	"Marketing Research"	"0 to 50 Million"	"1 to 9"	"B to B"	NA	"55 to 64"	"2 to 3"	"N"	"Marketing Research"	NA	NA	"1/27/2014"	2016-02-29	NA	"No"	"CSREN"	0
2012966	"PROFESSIONAL"	"Academics"	1992-06-30	2016-06-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	"Clark University"	"Associate Professor Marketing"	"BUS"	"Worcester"	"MA"	"01610-1477"	"United States"	"HOME"	NA	"HOME"	"Storrs Mansfield"	"CT"	"06268-1250"	"United States"	"No"	"Education"	"5/1/1994"	"Doctorate"	"10 to 19"	"Academic/Professor"	"Education"	NA	"10 to 49"	"B to C"	NA	"55 to 64"	"0 to 1"	"Y"	"Marketing Communications"	"Advertising"	NA	"2/16/2009"	2016-02-29	NA	"No"	NA	1
2112455	"PROFESSIONAL"	"Academics"	1999-06-01	2016-06-30	"CURRENT"	"CONFIRMED"	"DR"	NA	NA	NA	NA	"Babson College"	NA	"BUS"	"Babson Park"	"MA"	"2457"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Doctorate"	"10 to 19"	NA	NA	NA	NA	"B to B"	NA	"35 to 44"	"2 to 3"	"Y"	"Customer Engagement"	"Sales/Sales Management"	"Strategy/Planning"	"6/22/2009"	2016-02-29	NA	"No"	NA	1
2114455	"PROFESSIONAL"	"Marketers"	2004-06-09	2016-06-30	"CURRENT"	"CONFIRMED"	"DR"	NA	NA	NA	NA	"Marketing Science Institute"	"Chief Marketing Officer"	"BUS"	"Cambridge"	"MA"	"2138"	"United States"	"WORK"	NA	"HOME"	"Quincy"	"MA"	"2171"	"United States"	"No"	"Fundraising/Development"	NA	"Doctorate"	"20PLUS"	"CMO"	"Nonprofit"	"0 to 50 Million"	"1 to 9"	"B to B"	"2 to 5"	"55 to 64"	"2 to 3"	"N"	"Brand/Product Management"	"Strategy/Planning"	"Online/Interactive Marketing"	"2/9/2011"	2016-02-29	NA	"No"	NA	1
2143754	"PROFESSIONAL"	"Researchers"	1999-07-01	2016-06-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	"RKM Research & Communications"	"President"	"BUS"	"Portsmouth"	"NH"	"03801-4262"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	"Strategy/Planning"	NA	"Masters"	"20PLUS"	"CEO/President"	"Health Care Services"	"0 to 50 Million"	"10 to 49"	"B to C"	NA	"Decline"	"4 to 5"	"Y"	"Marketing Research"	NA	NA	"7/1/2011"	2016-02-29	NA	"No"	NA	0
2175482	"PROFESSIONAL"	"Marketers"	2003-11-19	2016-06-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	"Massachusetts Institute of Technology"	"Marketing Manager"	"BUS"	"Cambridge"	"MA"	"2142"	"United States"	"WORK"	NA	"HOME"	"Boston"	"MA"	"2215"	"United States"	"No"	NA	NA	NA	"10 to 19"	"Manager/Sr. Manager"	"Education"	NA	"5000 to 9999"	"B to C"	NA	NA	NA	"N"	"Advertising"	"Analytics/Metrics"	"Online/Interactive Marketing"	"6/21/2015"	2016-02-29	"NATIONAL"	"Yes"	NA	0
2796287	"PROFESSIONAL"	"Academics"	2000-07-10	2016-06-30	"CURRENT"	"CONFIRMED"	"DR"	NA	NA	NA	NA	"Stonehill College"	"Assistant Professor of Marketing"	"BUS"	"Easton"	"MA"	"2357"	"United States"	"HOME"	NA	"HOME"	"North Easton "	"MA"	"2356"	"United States"	"No"	NA	"8/1/2002"	"Doctorate"	"Less Than 5"	"Academic/Professor"	"Education"	NA	"50 to 249"	"B to B"	NA	"45 to 54"	"2 to 3"	"N"	"Customer Engagement"	"Brand/Product Management"	"Sales/Sales Management"	"11/27/2013"	2016-02-29	NA	"No"	NA	1
2854727	"PROFESSIONAL"	"Marketers"	2002-04-04	2016-06-30	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"J Angel Communications LLC"	"President"	"BUS"	"Scituate"	"MA"	"2066"	"United States"	"WORK"	NA	"HOME"	"Scituate"	"MA"	"02066-3405"	"United States"	"No"	NA	NA	NA	NA	NA	"Health Care Services"	NA	NA	"B to C"	NA	NA	NA	NA	"Marketing Communications"	NA	NA	"6/29/2015"	2016-02-29	NA	"No"	NA	1
2900604	"PROFESSIONAL"	"Marketers"	2003-10-14	2016-06-30	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	NA	NA	"HOME"	"Chattanooga"	"TN"	"37404"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	"Other"	NA	"Masters"	"20PLUS"	"Consultant"	"Other"	"1 Billion plus"	"10000 to 24999"	"B to B"	NA	"35 to 44"	"4 to 5"	"N"	"Strategy/Planning"	"Sales/Sales Management"	"Global Marketing"	"6/10/2015"	2016-02-29	"NATIONAL"	"Yes"	NA	1
2921804	"PROFESSIONAL"	"Researchers"	2004-06-22	2016-06-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	"Lesley University"	"Director  Market Research & Intelligence"	"HOME"	"Boston"	"MA"	"2118"	"United States"	"WORK"	NA	"BUS"	"Cambridge"	"MA"	"2138"	"United States"	"No"	"Market Research  to  Client Side"	NA	"Masters"	"20PLUS"	"Director/Sr. Director"	"Education"	"1 Billion plus"	"250 to 999"	"B to C"	NA	"45 to 54"	"0 to 1"	"N"	"Academia"	"Marketing Research"	NA	"3/6/2015"	2016-02-29	"NATIONAL"	"No"	NA	1
2981358	"PROFESSIONAL"	"Marketers"	2005-03-01	2016-06-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	NA	NA	"HOME"	"Dunedin"	"FL"	"34698"	"United States"	NA	NA	"BUS"	"Mansfield"	"MA"	"2048"	"United States"	"No"	"Marketing Communications"	NA	"High School"	"20PLUS"	"CMO"	"Advertising"	"0 to 50 Million"	"1 to 9"	"B to B"	"2 to 5"	"35 to 44"	"0 to 1"	"N"	"Direct Marketing"	"Marketing Communications"	"Strategy/Planning"	"6/30/2015"	2016-02-29	NA	"No"	NA	1
